usage_id,employee_id,week_number,is_active,feature_used,hours_saved,sessions_count
1343,241,9,0,Document Summary,40.5,3
1344,81,9,0,Email Drafting,20.1,0
1345,231,10,0,Email Drafting,12.9,20
1346,244,12,1,Report Generation,6.1,10
1347,416,8,0,Meeting Recap,6.5,0
1348,250,6,1,Report Generation,6.1,18
1349,408,3,0,Data Lookup,24.9,10
1350,282,5,1,Document Summary,8.3,7
1351,290,1,1,Report Generation,27.9,16
1352,91,9,1,Meeting Recap,47.9,14
1353,20,10,1,Document Summary,41.9,15
1354,11,8,0,Report Generation,44.5,9
1355,129,4,1,Meeting Recap,9.5,1
1356,445,10,1,Data Lookup,22.7,5
1357,12,7,1,Report Generation,17.5,19
1358,67,5,0,Document Summary,36.6,10
1359,302,10,0,Meeting Recap,47.8,19
1360,428,8,1,Report Generation,39.1,1
1361,187,6,0,Report Generation,6.1,20
1362,169,10,0,Report Generation,42.9,6
1363,336,6,0,Email Drafting,9.3,17
1364,283,2,1,Document Summary,25.5,12
1365,221,4,0,Email Drafting,28.2,16
1366,130,3,0,Email Drafting,15.3,8
1367,9,12,0,Data Lookup,33.6,14
1368,499,6,0,Document Summary,15.8,18
1369,415,7,1,Meeting Recap,14.1,6
1370,364,6,1,Data Lookup,29.5,4
1371,476,9,1,Report Generation,48.3,1
1372,277,5,1,Email Drafting,42.2,4
1373,466,9,0,Email Drafting,6.9,18
1374,45,7,1,Report Generation,26.6,4
1375,489,1,0,Report Generation,39.9,14
1376,17,7,0,Data Lookup,10.3,10
1377,398,6,0,Data Lookup,24.6,17
1378,487,1,1,Report Generation,16,13
1379,305,7,1,Meeting Recap,34,1
1380,64,3,0,Email Drafting,17.7,10
1381,234,3,1,Data Lookup,34.8,19
1382,233,7,1,Email Drafting,30.8,1
1383,49,11,1,Meeting Recap,23.6,11
1384,293,2,1,Document Summary,45,10
1385,303,10,0,Data Lookup,23.4,3
1386,491,6,1,Meeting Recap,43,20
1387,113,6,0,Email Drafting,20.1,8
1388,290,2,0,Meeting Recap,39.6,14
1389,363,1,1,Meeting Recap,33.9,12
1390,269,4,0,Report Generation,36.7,6
1391,282,7,0,Data Lookup,7.9,17
1392,37,9,0,Meeting Recap,10.7,16
1393,441,5,0,Email Drafting,49.2,2
1394,353,12,0,Data Lookup,16,0
1395,265,10,1,Data Lookup,38.3,16
1396,185,5,1,Meeting Recap,20.5,8
1397,479,2,0,Document Summary,17,19
1398,413,6,1,Data Lookup,31.9,2
1399,255,7,1,Data Lookup,10.7,4
1400,373,9,0,Data Lookup,15.4,6
1401,321,9,0,Report Generation,42.1,16
1402,168,8,0,Report Generation,5.7,10
1403,258,5,0,Document Summary,23.6,7
1404,452,5,1,Email Drafting,35,8
1405,67,1,0,Meeting Recap,34.4,5
1406,34,6,0,Document Summary,28.3,19
1407,372,6,0,Data Lookup,22.9,1
1408,102,8,1,Email Drafting,5.7,0
1409,290,12,0,Report Generation,36.8,15
1410,16,3,1,Meeting Recap,11.8,2
1411,139,12,0,Email Drafting,42.5,15
1412,13,10,1,Report Generation,33,14
1413,235,3,0,Data Lookup,43.9,16
1414,300,9,0,Document Summary,40,2
1415,123,9,1,Data Lookup,34.3,13
1416,93,3,1,Email Drafting,20.9,18
1417,467,5,1,Document Summary,49.5,3
1418,227,9,1,Email Drafting,15.8,20
1419,197,9,1,Document Summary,15.8,2
1420,65,12,1,Document Summary,41.7,15
1421,424,8,0,Meeting Recap,34.3,13
1422,456,8,1,Data Lookup,43.2,0
1423,220,11,1,Meeting Recap,15.3,12
1424,343,6,0,Email Drafting,28.5,0
1425,119,3,1,Report Generation,45.5,20
1426,211,4,1,Report Generation,41.6,8
1427,238,2,0,Data Lookup,22.9,1
1428,208,8,1,Meeting Recap,30.5,19
1429,176,1,0,Data Lookup,49,3
1430,288,1,0,Document Summary,18.9,0
1431,171,2,1,Data Lookup,39.6,18
1432,50,7,1,Email Drafting,21,3
1433,466,2,0,Report Generation,5.2,8
1434,122,2,0,Data Lookup,22.2,18
1435,468,7,0,Meeting Recap,32,9
1436,249,7,1,Meeting Recap,22.2,10
1437,237,5,1,Email Drafting,30,4
1438,184,7,0,Report Generation,23.7,3
1439,105,6,1,Document Summary,32.2,16
1440,419,7,1,Email Drafting,25.8,13
1441,226,2,0,Meeting Recap,20.4,1
1442,82,10,1,Document Summary,34.5,5
1443,397,2,0,Email Drafting,24.1,6
1444,55,4,1,Email Drafting,40.1,19
1445,39,1,1,Document Summary,36,4
1446,6,8,0,Data Lookup,14.4,13
1447,238,2,0,Data Lookup,27.8,5
1448,233,12,1,Meeting Recap,27.3,18
1449,331,11,1,Meeting Recap,29.1,1
1450,385,4,1,Document Summary,10.9,10
1451,3,1,1,Data Lookup,42.1,0
1452,106,10,0,Data Lookup,46.8,18
1453,142,10,0,Meeting Recap,7.7,17
1454,393,8,0,Report Generation,34.1,7
1455,493,12,1,Document Summary,33.6,2
1456,464,11,1,Document Summary,27.9,13
1457,15,5,1,Document Summary,43.5,18
1458,439,3,1,Data Lookup,10.5,17
1459,205,1,0,Report Generation,15.1,6
1460,182,1,0,Data Lookup,44.2,5
1461,386,7,1,Meeting Recap,13.2,17
1462,245,6,0,Meeting Recap,30.3,10
1463,500,9,1,Document Summary,28.5,5
1464,498,12,0,Report Generation,15.3,9
1465,233,5,1,Data Lookup,45,20
1466,227,12,0,Document Summary,12.8,6
1467,320,5,1,Document Summary,25.6,11
1468,472,6,0,Data Lookup,21.2,16
1469,432,9,1,Email Drafting,38.3,14
1470,378,7,1,Email Drafting,28.4,10
1471,426,12,1,Document Summary,22.1,3
1472,239,11,0,Email Drafting,11.6,5
1473,490,8,1,Meeting Recap,30.8,4
1474,79,9,1,Report Generation,29,16
1475,144,1,0,Document Summary,42.4,11
1476,471,6,0,Meeting Recap,9.4,20
1477,500,1,1,Meeting Recap,27.7,19
1478,485,12,1,Meeting Recap,34.6,14
1479,364,1,1,Email Drafting,37.3,8
1480,135,8,0,Email Drafting,32,12
1481,235,5,0,Data Lookup,36.4,2
1482,324,4,0,Document Summary,7.8,2
1483,154,5,0,Report Generation,26.8,2
1484,295,6,1,Document Summary,18.5,18
1485,165,6,1,Email Drafting,9.7,14
1486,363,2,1,Report Generation,8.9,11
1487,317,10,1,Data Lookup,49.3,19
1488,7,2,1,Report Generation,25.9,20
1489,54,3,0,Report Generation,43.2,2
1490,437,12,0,Data Lookup,8.8,15
1491,469,10,0,Meeting Recap,36.3,4
1492,255,9,1,Report Generation,36,1
1493,223,4,1,Meeting Recap,42.6,2
1494,103,10,1,Meeting Recap,45.6,9
1495,131,5,0,Email Drafting,49.3,3
1496,414,11,1,Document Summary,35.1,19
1497,380,8,1,Meeting Recap,24.6,20
1498,435,5,1,Report Generation,23,16
1499,106,3,1,Meeting Recap,48.6,2
1500,153,3,0,Meeting Recap,34.2,9
1501,360,9,1,Email Drafting,30.3,16
1502,159,10,1,Email Drafting,11.5,6
1503,324,3,1,Meeting Recap,35,12
1504,108,8,0,Meeting Recap,9.5,15
1505,296,4,0,Report Generation,23.7,2
1506,63,4,1,Document Summary,20.7,9
1507,378,4,1,Report Generation,10.8,6
1508,284,7,1,Email Drafting,15.6,10
1509,74,2,1,Report Generation,26.3,5
1510,302,5,0,Meeting Recap,6.8,18
1511,253,9,1,Data Lookup,39.2,8
1512,217,2,0,Meeting Recap,48.6,13
1513,312,5,1,Email Drafting,49,9
1514,69,12,1,Email Drafting,20.2,5
1515,28,2,0,Data Lookup,47.9,20
1516,200,4,0,Data Lookup,37.8,16
1517,15,7,1,Data Lookup,11.7,3
1518,223,7,0,Report Generation,49.6,17
1519,255,1,0,Data Lookup,11,11
1520,61,3,1,Document Summary,7.8,9
1521,51,3,1,Meeting Recap,20,16
1522,127,12,0,Email Drafting,42.5,18
1523,435,7,1,Data Lookup,29.8,16
1524,17,5,0,Report Generation,36.7,19
1525,210,3,0,Report Generation,28.1,9
1526,367,3,0,Data Lookup,49.5,20
1527,338,9,1,Meeting Recap,16.2,16
1528,240,12,0,Document Summary,6,20
1529,449,9,1,Report Generation,34.6,1
1530,36,10,1,Meeting Recap,14.7,8
1531,267,10,0,Document Summary,17.1,18
1532,182,1,0,Report Generation,10.4,16
1533,208,12,0,Data Lookup,16.4,5
1534,282,9,1,Meeting Recap,34.7,0
1535,389,5,0,Meeting Recap,22.4,18
1536,484,6,1,Data Lookup,6.9,9
1537,57,8,1,Document Summary,17.6,13
1538,429,10,0,Report Generation,35,5
1539,425,9,1,Data Lookup,29.2,9
1540,417,9,1,Document Summary,31.1,0
1541,36,7,1,Document Summary,45.1,1
1542,407,5,0,Data Lookup,38.8,11
1543,294,4,0,Email Drafting,36.5,2
1544,192,1,1,Report Generation,31.5,15
1545,221,7,0,Meeting Recap,9.4,19
1546,321,6,0,Meeting Recap,43.7,5
1547,305,4,0,Data Lookup,48.1,13
1548,241,3,1,Report Generation,7.3,2
1549,395,1,1,Meeting Recap,48.3,0
1550,379,4,0,Meeting Recap,16.2,10
1551,141,3,1,Meeting Recap,21.5,16
1552,408,2,0,Email Drafting,19.4,13
1553,56,12,1,Report Generation,29.6,17
1554,447,3,0,Document Summary,20.3,17
1555,324,3,0,Meeting Recap,10.5,6
1556,135,2,1,Data Lookup,44.5,4
1557,176,6,0,Data Lookup,22.7,13
1558,493,12,1,Email Drafting,12.5,19
1559,329,11,0,Document Summary,27.3,19
1560,283,2,0,Report Generation,40.3,15
1561,407,12,0,Data Lookup,7.7,9
1562,111,10,0,Document Summary,17.2,12
1563,152,10,1,Data Lookup,40.9,3
1564,407,12,0,Email Drafting,14.5,15
1565,393,1,0,Data Lookup,40.7,2
1566,288,12,0,Document Summary,23.6,8
1567,451,6,1,Report Generation,49.7,11
1568,428,12,0,Email Drafting,32.9,3
1569,258,6,1,Data Lookup,7.6,13
1570,143,4,0,Report Generation,10.9,7
1571,334,2,0,Data Lookup,30.7,6
1572,491,9,1,Email Drafting,29.1,8
1573,426,1,0,Data Lookup,23.4,12
1574,478,9,0,Document Summary,6.2,0
1575,385,11,1,Document Summary,9.2,6
1576,373,5,0,Email Drafting,30.8,15
1577,98,7,1,Data Lookup,48.5,11
1578,406,9,0,Email Drafting,15.6,17
1579,401,3,1,Document Summary,13.1,5
1580,52,4,1,Document Summary,36.9,18
1581,136,1,0,Document Summary,6.4,12
1582,415,12,0,Meeting Recap,48.1,11
1583,142,2,0,Report Generation,48.9,11
1584,97,12,0,Report Generation,18.6,3
1585,330,1,0,Email Drafting,36.7,20
1586,193,1,0,Meeting Recap,43.8,7
1587,344,1,1,Report Generation,38.9,4
1588,209,10,0,Meeting Recap,9.2,16
1589,80,12,0,Data Lookup,41,7
1590,231,3,0,Data Lookup,5.1,16
1591,28,8,0,Meeting Recap,49.7,15
1592,466,4,1,Report Generation,41.4,5
1593,499,1,0,Meeting Recap,15,14
1594,316,1,0,Document Summary,24.2,5
1595,186,12,1,Report Generation,19.8,19
1596,76,9,0,Meeting Recap,48.9,0
1597,499,9,0,Meeting Recap,33.8,19
1598,419,5,1,Meeting Recap,28.1,1
1599,347,11,0,Meeting Recap,32.9,6
1600,62,10,0,Document Summary,49.4,9
1601,266,10,0,Meeting Recap,13.9,18
1602,147,1,0,Report Generation,29.2,9
1603,351,2,0,Email Drafting,42.8,16
1604,393,4,0,Meeting Recap,19.5,19
1605,242,12,0,Document Summary,45.9,11
1606,498,2,1,Email Drafting,47.1,19
1607,124,11,0,Report Generation,14.3,15
1608,106,4,0,Report Generation,43.7,3
1609,141,9,1,Report Generation,43.6,3
1610,467,5,0,Meeting Recap,32.9,13
1611,398,1,0,Data Lookup,33.2,17
1612,475,11,0,Data Lookup,46.6,12
1613,332,6,1,Report Generation,39.6,2
1614,265,7,1,Data Lookup,23,18
1615,337,2,1,Data Lookup,48.5,5
1616,156,2,0,Report Generation,22.1,5
1617,363,7,1,Data Lookup,28.1,9
1618,479,5,1,Report Generation,11.3,13
1619,125,5,0,Email Drafting,26.9,5
1620,338,3,0,Email Drafting,24.5,10
1621,497,1,1,Email Drafting,22.6,5
1622,481,10,1,Data Lookup,46.8,2
1623,293,12,0,Document Summary,38,9
1624,257,5,1,Data Lookup,15.8,1
1625,233,3,0,Report Generation,17.2,7
1626,67,9,1,Meeting Recap,8.3,3
1627,213,2,1,Document Summary,26.2,16
1628,273,4,0,Meeting Recap,33,10
1629,328,8,0,Report Generation,22.1,8
1630,257,11,1,Email Drafting,9.8,1
1631,264,8,0,Report Generation,27.1,0
1632,42,10,0,Document Summary,16.7,1
1633,261,4,0,Report Generation,28.3,15
1634,488,7,1,Meeting Recap,36.8,11
1635,190,10,1,Document Summary,35.2,11
1636,430,4,1,Data Lookup,15.7,13
1637,270,5,1,Meeting Recap,32.6,20
1638,396,9,1,Email Drafting,30.2,10
1639,389,7,1,Document Summary,48.6,5
1640,280,7,1,Meeting Recap,15.6,19
1641,372,9,1,Email Drafting,33.7,11
1642,331,8,0,Document Summary,35.2,6
1643,147,7,1,Document Summary,48.5,16
1644,167,5,1,Data Lookup,7.4,20
1645,186,7,0,Report Generation,29.9,5
1646,466,6,1,Meeting Recap,33.8,16
1647,366,7,0,Data Lookup,47,8
1648,20,4,1,Document Summary,21.5,8
1649,240,10,0,Document Summary,11.7,3
1650,38,1,0,Meeting Recap,20.9,19
1651,418,9,1,Document Summary,45.5,19
1652,267,12,0,Report Generation,14.6,7
1653,445,1,1,Document Summary,9.5,3
1654,343,10,1,Document Summary,29.9,6
1655,238,3,1,Report Generation,18.9,14
1656,330,3,0,Document Summary,15.6,4
1657,155,12,1,Meeting Recap,40.7,11
1658,173,6,1,Report Generation,14.6,17
1659,61,5,0,Report Generation,9.4,4
1660,218,4,0,Report Generation,46.2,9
1661,203,5,0,Email Drafting,42.4,7
1662,214,11,1,Data Lookup,30.9,3
1663,139,9,0,Email Drafting,36.7,18
1664,352,8,1,Report Generation,8.1,1
1665,227,10,0,Meeting Recap,29,12
1666,75,4,0,Report Generation,6,9
1667,404,7,0,Report Generation,24.5,12
1668,71,11,0,Meeting Recap,40.4,20
1669,399,3,0,Email Drafting,46.1,14
1670,280,4,1,Meeting Recap,16.7,12
1671,106,9,1,Document Summary,16.4,8
1672,425,6,0,Report Generation,46.4,6
1673,13,3,0,Report Generation,22.1,8
1674,414,5,0,Data Lookup,8.1,17
1675,369,5,1,Report Generation,48.6,9
1676,30,10,1,Report Generation,37.2,15
1677,172,4,0,Document Summary,13,16
1678,318,5,0,Document Summary,34,19
1679,156,4,0,Report Generation,28.1,10
1680,235,6,0,Report Generation,19.2,15
1681,487,6,0,Report Generation,45.5,18
1682,194,10,0,Data Lookup,44.2,10
1683,372,10,1,Document Summary,33,2
1684,164,5,1,Document Summary,29.3,15
1685,318,9,1,Data Lookup,11.8,4
1686,42,5,0,Document Summary,23.3,15
1687,446,12,0,Document Summary,47,17
1688,499,12,1,Email Drafting,24.4,16
1689,268,9,0,Document Summary,23.3,0
1690,18,10,1,Data Lookup,29.9,11
1691,434,5,0,Data Lookup,49,18
1692,367,1,0,Email Drafting,19.5,15
1693,53,4,1,Report Generation,7,7
1694,309,2,1,Report Generation,28.7,14
1695,318,7,0,Report Generation,14.4,2
1696,185,6,1,Data Lookup,7.7,6
1697,406,4,0,Email Drafting,22.8,5
1698,378,9,1,Meeting Recap,22.5,4
1699,144,7,0,Document Summary,26.3,11
1700,15,6,1,Document Summary,22.8,11
1701,433,1,0,Report Generation,27.3,5
1702,373,6,0,Meeting Recap,24.7,16
1703,363,4,1,Email Drafting,33.1,18
1704,83,6,1,Meeting Recap,39.1,5
1705,313,3,0,Data Lookup,8.7,4
1706,313,4,1,Email Drafting,39,19
1707,148,5,0,Document Summary,5.8,0
1708,161,9,0,Document Summary,45,19
1709,195,10,1,Data Lookup,35.8,11
1710,192,8,1,Data Lookup,21.4,0
1711,260,11,1,Meeting Recap,26.2,19
1712,450,3,0,Report Generation,5.2,7
1713,124,8,1,Email Drafting,38.7,11
1714,180,9,1,Document Summary,29.3,6
1715,392,5,1,Meeting Recap,21.7,17
1716,73,5,1,Report Generation,33.1,3
1717,35,8,1,Document Summary,42.8,6
1718,26,12,0,Report Generation,8.7,12
1719,314,6,0,Document Summary,18.2,16
1720,247,3,0,Meeting Recap,36.5,6
1721,491,6,0,Report Generation,31,4
1722,221,4,1,Email Drafting,40.6,19
1723,219,10,1,Data Lookup,19.1,8
1724,144,3,0,Report Generation,48.4,15
1725,410,2,0,Report Generation,49.5,1
1726,113,11,0,Email Drafting,43.3,5
1727,33,6,1,Email Drafting,9.5,7
1728,4,7,0,Document Summary,32.7,20
1729,327,9,1,Meeting Recap,19,3
1730,184,10,0,Email Drafting,44.4,10
1731,232,6,0,Meeting Recap,48.3,3
1732,10,10,0,Document Summary,17.1,11
1733,208,10,0,Data Lookup,32.1,20
1734,105,9,0,Report Generation,20,1
1735,448,4,0,Meeting Recap,20.5,14
1736,14,2,1,Data Lookup,19.2,20
1737,224,9,1,Report Generation,18.6,8
1738,450,4,1,Email Drafting,26.3,11
1739,323,3,1,Document Summary,9.6,8
1740,466,12,0,Data Lookup,39.1,5
1741,19,4,1,Data Lookup,43,0
1742,307,6,0,Document Summary,47.7,7
1743,90,12,1,Email Drafting,30.4,7
1744,276,7,1,Report Generation,40.4,19
1745,197,2,0,Document Summary,13.9,13
1746,277,10,0,Document Summary,36,0
1747,189,5,1,Document Summary,14.7,8
1748,321,2,1,Email Drafting,48.5,10
1749,498,9,0,Data Lookup,19,20
1750,409,7,1,Document Summary,17.2,18
1751,373,2,1,Document Summary,12.8,11
1752,298,1,1,Report Generation,37.3,1
1753,41,11,1,Email Drafting,30.6,15
1754,190,5,0,Meeting Recap,6,16
1755,12,1,1,Report Generation,11,3
1756,202,6,0,Meeting Recap,48.4,5
1757,426,1,1,Data Lookup,42.4,14
1758,483,4,1,Email Drafting,18.7,10
1759,458,12,0,Report Generation,34.6,1
1760,304,12,0,Meeting Recap,18.6,19
1761,454,9,0,Data Lookup,26.7,3
1762,238,4,1,Document Summary,26.9,18
1763,303,12,0,Data Lookup,40.4,0
1764,80,6,0,Report Generation,11.3,4
1765,252,9,1,Document Summary,7.9,17
1766,479,8,1,Email Drafting,21.6,10
1767,426,3,0,Document Summary,41.6,15
1768,79,3,1,Meeting Recap,25.6,13
1769,75,6,0,Email Drafting,31.3,19
1770,376,8,1,Data Lookup,14.7,14
1771,151,12,1,Document Summary,32.8,15
1772,221,4,0,Data Lookup,32.8,3
1773,119,1,1,Report Generation,24.4,15
1774,138,9,1,Report Generation,44.7,10
1775,397,1,1,Report Generation,11.9,6
1776,441,10,1,Email Drafting,26.3,3
1777,328,2,0,Meeting Recap,16.5,14
1778,80,12,0,Report Generation,49,9
1779,272,9,1,Document Summary,16.6,12
1780,177,10,1,Report Generation,47.1,14
1781,181,6,0,Email Drafting,23.8,16
1782,248,12,0,Report Generation,39.6,12
1783,391,7,1,Meeting Recap,47.9,8
1784,118,10,1,Document Summary,48.3,10
1785,486,9,0,Data Lookup,12.9,15
1786,19,12,1,Report Generation,24.4,3
1787,405,8,1,Meeting Recap,9.2,2
1788,60,4,0,Report Generation,17,4
1789,5,1,0,Report Generation,47.7,3
1790,395,5,0,Email Drafting,13.9,8
1791,5,9,0,Document Summary,43.4,5
1792,402,2,1,Data Lookup,44.5,5
1793,326,10,1,Document Summary,35.8,2
1794,453,5,1,Report Generation,45.1,14
1795,282,10,0,Email Drafting,46.5,19
1796,64,4,1,Email Drafting,20,7
1797,251,4,0,Data Lookup,33.4,20
1798,130,2,0,Data Lookup,47.1,14
1799,393,2,0,Meeting Recap,20.2,17
1800,477,10,0,Meeting Recap,10.6,3
1801,387,9,1,Data Lookup,22.2,5
1802,485,6,1,Meeting Recap,14.8,14
1803,276,4,0,Document Summary,22.4,10
1804,19,2,1,Data Lookup,49.4,0
1805,448,11,0,Report Generation,6,13
1806,242,12,1,Document Summary,24.6,14
1807,178,1,0,Report Generation,44,16
1808,135,11,1,Email Drafting,45.2,7
1809,106,7,0,Document Summary,10.4,4
1810,386,4,1,Report Generation,44.4,20
1811,290,9,1,Document Summary,49.6,14
1812,114,2,1,Report Generation,13.3,10
1813,109,4,1,Report Generation,31.2,19
1814,385,4,1,Meeting Recap,5.4,14
1815,129,12,0,Data Lookup,11.5,8
1816,321,1,0,Report Generation,43.6,8
1817,29,4,0,Data Lookup,38.6,4
1818,180,8,0,Data Lookup,18,15
1819,117,1,0,Document Summary,12.9,9
1820,264,9,0,Email Drafting,21,7
1821,7,5,1,Document Summary,42,16
1822,125,12,1,Report Generation,9.4,20
1823,310,6,1,Email Drafting,21.5,10
1824,61,10,1,Email Drafting,27.6,4
1825,357,1,0,Email Drafting,48.6,15
1826,361,8,1,Meeting Recap,49.7,16
1827,479,10,1,Email Drafting,34.2,12
1828,186,3,0,Report Generation,16.7,10
1829,27,7,0,Meeting Recap,30.6,3
1830,408,3,1,Report Generation,7.5,6
1831,279,1,0,Email Drafting,39.1,12
1832,447,3,0,Report Generation,16.1,18
1833,414,4,0,Data Lookup,32.7,18
1834,459,11,1,Data Lookup,45.3,3
1835,357,2,1,Report Generation,39.7,0
1836,413,9,1,Data Lookup,30,15
1837,221,5,1,Report Generation,31.4,20
1838,8,4,1,Document Summary,21.6,3
1839,157,9,0,Meeting Recap,36.8,11
1840,261,9,1,Email Drafting,11.2,19
1841,291,1,0,Document Summary,11.9,16
1842,169,6,0,Document Summary,5.2,18
1843,378,4,0,Email Drafting,48.5,17
1844,67,5,1,Meeting Recap,19.8,3
1845,164,5,1,Email Drafting,40.5,1
1846,270,4,0,Data Lookup,16.2,10
1847,466,4,0,Report Generation,10.5,16
1848,432,6,0,Meeting Recap,13.8,0
1849,449,5,1,Meeting Recap,11.7,10
1850,12,3,1,Email Drafting,47.9,15
1851,191,8,0,Document Summary,10.3,2
1852,123,1,0,Meeting Recap,36.2,2
1853,288,12,0,Report Generation,46.3,15
1854,460,2,1,Data Lookup,7.4,17
1855,225,8,0,Data Lookup,16.4,20
1856,194,4,1,Data Lookup,7,17
1857,393,8,0,Data Lookup,27,19
1858,230,1,1,Meeting Recap,9.6,12
1859,307,10,0,Data Lookup,8.8,14
1860,475,2,1,Data Lookup,19.1,19
1861,136,3,1,Data Lookup,25.3,18
1862,115,8,0,Data Lookup,26.4,16
1863,404,2,1,Meeting Recap,30.5,0
1864,2,4,0,Meeting Recap,8.4,12
1865,235,1,0,Document Summary,23.7,15
1866,387,10,1,Report Generation,7.9,0
1867,101,8,0,Meeting Recap,49.9,20
1868,148,8,1,Email Drafting,41.4,9
1869,219,8,1,Meeting Recap,9.6,0
1870,106,1,0,Document Summary,5.6,20
1871,117,4,1,Report Generation,27.6,15
1872,89,8,0,Email Drafting,46.8,10
1873,79,1,1,Document Summary,36.1,17
1874,452,12,1,Data Lookup,32.6,9
1875,454,1,1,Data Lookup,17.9,9
1876,297,3,0,Data Lookup,49.4,1
1877,323,7,0,Email Drafting,43.2,9
1878,84,3,0,Email Drafting,24.2,4
1879,358,2,0,Report Generation,39,19
1880,279,8,1,Document Summary,24.8,10
1881,382,11,1,Report Generation,49.6,0
1882,313,3,1,Email Drafting,18.4,8
1883,192,1,1,Data Lookup,49.9,19
1884,291,1,0,Email Drafting,33.1,11
1885,360,9,1,Report Generation,31.8,3
1886,499,5,0,Report Generation,12.9,18
1887,105,6,0,Data Lookup,32.4,4
1888,212,5,1,Document Summary,28.4,9
1889,100,8,0,Data Lookup,49.1,1
1890,305,8,1,Email Drafting,15.7,6
1891,265,3,1,Data Lookup,40.2,2
1892,433,4,1,Data Lookup,39,13
1893,431,9,0,Meeting Recap,32,18
1894,40,12,0,Data Lookup,20.9,14
1895,303,6,1,Data Lookup,25.9,17
1896,204,11,1,Email Drafting,41.8,6
1897,7,6,1,Data Lookup,22.2,4
1898,340,10,1,Report Generation,21.7,15
1899,199,1,1,Report Generation,43,15
1900,368,11,0,Meeting Recap,44,7
1901,70,3,1,Meeting Recap,17.8,12
1902,19,9,1,Meeting Recap,31.9,3
1903,238,2,1,Email Drafting,47.8,20
1904,117,6,1,Document Summary,8.8,20
1905,202,4,1,Report Generation,48.6,0
1906,108,7,0,Document Summary,45.7,18
1907,476,5,0,Email Drafting,47.9,10
1908,245,1,0,Meeting Recap,49.5,8
1909,405,12,0,Report Generation,37.3,4
1910,103,4,0,Document Summary,6.6,16
1911,65,2,0,Report Generation,7.9,5
1912,44,6,0,Email Drafting,8.2,0
1913,168,7,1,Data Lookup,17.3,4
1914,327,4,1,Report Generation,32.9,0
1915,25,12,1,Report Generation,49.9,5
1916,253,9,0,Data Lookup,44.6,2
1917,443,3,0,Email Drafting,49.3,2
1918,135,12,1,Email Drafting,26.5,19
1919,359,10,1,Document Summary,5.3,5
1920,8,11,0,Data Lookup,24.1,4
1921,372,12,0,Email Drafting,48.4,17
1922,15,4,1,Meeting Recap,12.8,2
1923,2,8,1,Report Generation,24.8,18
1924,434,10,0,Meeting Recap,44.7,8
1925,302,6,1,Report Generation,24.5,16
1926,400,10,1,Data Lookup,42.7,17
1927,158,7,1,Report Generation,44.2,18
1928,316,11,1,Email Drafting,47.1,0
1929,202,5,0,Document Summary,47,6
1930,115,12,0,Data Lookup,24.3,2
1931,421,8,0,Document Summary,13.5,3
1932,281,10,0,Meeting Recap,20,3
1933,205,1,1,Report Generation,44.6,14
1934,87,12,1,Email Drafting,9.2,9
1935,158,2,1,Report Generation,35.8,19
1936,287,8,0,Data Lookup,40.3,15
1937,51,11,0,Report Generation,7.2,18
1938,341,1,1,Data Lookup,24.4,20
1939,345,8,0,Data Lookup,40.7,3
1940,66,9,1,Report Generation,11.4,1
1941,249,8,1,Meeting Recap,42.2,5
1942,340,8,0,Document Summary,19.4,2
1943,290,12,1,Email Drafting,44.4,12
1944,282,2,0,Meeting Recap,27.9,1
1945,409,2,1,Meeting Recap,35.7,2
1946,58,9,0,Document Summary,13.8,2
1947,395,11,1,Report Generation,34.3,3
1948,314,4,1,Document Summary,39.1,6
1949,103,1,1,Meeting Recap,10.5,18
1950,109,8,0,Report Generation,28.8,15
1951,419,5,0,Document Summary,43.9,5
1952,286,2,0,Document Summary,7.5,7
1953,1,7,0,Data Lookup,12.4,4
1954,82,8,1,Email Drafting,14.4,3
1955,429,3,0,Document Summary,19.2,13
1956,375,12,1,Data Lookup,37.2,2
1957,15,7,0,Meeting Recap,34.2,15
1958,50,5,1,Document Summary,35.7,8
1959,400,12,0,Document Summary,41.5,1
1960,483,11,0,Document Summary,17.9,6
1961,372,1,0,Meeting Recap,46.6,7
1962,419,10,1,Meeting Recap,15.8,12
1963,72,12,0,Report Generation,38.4,14
1964,499,7,0,Document Summary,25.3,2
1965,180,8,0,Email Drafting,35.8,13
1966,136,5,1,Email Drafting,40.4,4
1967,427,3,1,Meeting Recap,30,14
1968,51,12,1,Data Lookup,43,3
1969,176,10,0,Document Summary,25.5,2
1970,174,5,1,Document Summary,49.1,14
1971,6,3,1,Meeting Recap,23.1,10
1972,491,1,0,Document Summary,14.2,11
1973,18,8,0,Report Generation,10.4,20
1974,311,5,1,Meeting Recap,35,3
1975,45,12,1,Report Generation,32.9,1
1976,358,7,0,Meeting Recap,8.1,0
1977,333,11,0,Email Drafting,44.8,6
1978,152,9,1,Meeting Recap,40.5,4
1979,220,6,0,Data Lookup,10,0
1980,174,1,1,Meeting Recap,38.3,11
1981,410,2,1,Report Generation,45.1,17
1982,481,12,1,Email Drafting,27,1
1983,100,11,0,Document Summary,43.5,11
1984,447,7,0,Document Summary,12.8,18
1985,264,4,0,Data Lookup,22.3,4
1986,483,7,1,Report Generation,5.7,1
1987,384,12,1,Email Drafting,18.7,14
1988,310,9,0,Email Drafting,39.3,10
1989,458,3,0,Email Drafting,27.7,17
1990,81,9,1,Data Lookup,28.7,18
